index,daya_baterai,bluetooth,kecepatan_clock,dual_sim,kamera_depan,four_g,memori_internal,tebal_hp,berat_hp,jumlah_prosesor,kamera_belakang_mp,px_panjang,px_lebar,kapasitas_ram,panjang_layar,lebar_layar,waktu_telfon,three_g,touch_screen,wifi,price_range
1489,772,1,1.2,1,7,Ya,8,0.6,134,7,8,552,1802,422,7.0,6,15,1,0,0,0-<1000k
1996,1965,1,2.6,1,0,Tidak,39,0.2,187,4,3,915,1965,2032,11.0,10,16,1,1,1,2000k-3000k
236,1133,0,1.4,0,3,Tidak,42,0.1,199,5,12,730,1543,1457,18.0,12,20,1,0,1,1000k-<2000k
222,1225,1,2.1,1,8,Tidak,13,0.5,116,4,12,759,1404,3836,,11,11,0,0,0,>3000k
1769,733,1,0.6,1,0,Tidak,63,0.3,105,7,10,950,1739,984,17.0,4,9,1,0,1,0-<1000k
345,654,1,1.3,0,0,Ya,52,0.7,196,4,4,1715,1898,1036,17.0,4,13,1,0,0,1000k-<2000k
120,1701,1,1.6,1,3,Tidak,10,0.3,194,8,7,550,1338,2598,,9,6,0,1,0,2000k-3000k
588,1966,1,1.4,1,2,Tidak,40,0.9,185,8,18,1197,1987,1185,11.0,2,20,0,1,0,2000k-3000k
1998,1512,0,0.9,0,4,Ya,46,0.1,145,5,5,336,670,869,18.0,10,19,1,1,1,0-<1000k
332,1730,0,2.0,1,0,Ya,20,0.1,143,4,10,418,1023,1595,14.0,0,12,1,1,0,1000k-<2000k
1086,1869,0,2.6,0,0,Ya,30,0.4,152,1,13,163,874,1375,15.0,3,19,1,0,0,1000k-<2000k
1766,993,1,2.3,1,0,Tidak,16,0.4,106,7,13,424,1639,1113,14.0,1,6,0,0,1,0-<1000k
193,1523,1,2.4,0,5,Ya,57,0.2,117,2,6,247,539,3971,18.0,12,10,1,1,1,>3000k
235,1523,1,1.8,0,6,Ya,11,0.1,129,1,8,148,1606,707,19.0,8,19,1,1,0,0-<1000k
181,1165,1,2.4,0,11,Tidak,41,0.2,178,6,12,564,831,764,19.0,12,15,1,0,0,0-<1000k
1975,1157,1,0.8,0,7,Tidak,27,0.1,88,8,8,1694,1798,2885,8.0,4,2,1,0,1,>3000k
389,1712,0,1.4,0,1,Tidak,63,0.5,137,7,12,747,1126,3652,16.0,1,19,1,0,0,>3000k
968,1923,0,0.5,1,7,Tidak,46,0.5,191,1,10,767,1759,1489,10.0,9,3,1,1,1,1000k-<2000k
1919,1318,1,2.4,0,1,Ya,45,0.1,136,2,7,183,661,755,18.0,3,9,1,0,1,0-<1000k
669,723,0,0.5,0,0,Ya,3,0.2,168,4,3,920,1748,1851,15.0,3,16,1,0,0,1000k-<2000k
1708,1849,1,0.5,0,1,Tidak,29,0.5,181,7,12,978,1986,3330,14.0,4,15,1,0,1,>3000k
1862,1043,0,2.7,0,3,Tidak,29,0.2,83,8,17,887,893,1183,5.0,3,8,1,0,0,0-<1000k
331,1867,0,2.3,0,0,Ya,9,0.1,191,6,3,712,1442,990,6.0,1,2,1,0,1,1000k-<2000k
614,539,1,0.6,1,9,Tidak,21,0.1,145,7,14,551,599,3597,14.0,5,9,0,0,0,2000k-3000k
1030,1681,1,2.5,1,6,Tidak,18,0.3,167,1,7,850,1005,2265,5.0,3,20,1,1,1,2000k-3000k
266,1876,0,0.5,0,10,Ya,40,0.3,86,6,14,546,1564,2513,10.0,8,16,1,1,0,>3000k
1062,587,1,2.5,0,16,Ya,51,0.6,111,1,17,244,1361,2746,10.0,4,7,1,0,1,2000k-3000k
1943,719,0,2.9,0,7,Tidak,6,0.7,102,6,8,405,1141,841,9.0,1,2,1,0,0,0-<1000k
545,767,0,1.9,0,16,Ya,19,0.2,185,6,17,271,1000,2445,6.0,1,6,1,1,1,1000k-<2000k
1142,1193,1,3.0,0,10,Tidak,56,0.4,196,3,17,674,864,2394,19.0,11,14,1,1,0,2000k-3000k
1245,1670,1,1.6,1,0,Tidak,47,0.8,139,8,15,1706,1886,876,16.0,0,5,1,1,0,1000k-<2000k
105,832,0,0.7,1,2,Ya,39,0.7,103,4,3,125,1504,1799,5.0,2,11,1,0,1,1000k-<2000k
1458,1368,0,0.5,0,10,Ya,42,0.2,91,1,20,907,925,1590,,0,14,1,0,0,1000k-<2000k
1934,1405,0,1.7,0,0,Tidak,8,0.3,107,4,7,284,1036,2376,19.0,6,11,0,1,0,2000k-3000k
630,1645,1,1.8,0,1,Tidak,21,0.7,123,7,2,897,1308,783,10.0,8,20,1,0,0,0-<1000k
683,1713,0,2.5,1,1,Tidak,27,0.9,127,7,3,729,974,2406,13.0,10,20,1,0,1,2000k-3000k
20,772,0,1.1,1,12,Tidak,39,0.8,81,7,14,1314,1854,2819,17.0,15,3,1,1,0,>3000k
870,1673,0,2.8,1,7,Tidak,9,0.1,187,3,10,65,734,3669,9.0,1,10,1,0,1,>3000k
242,822,1,0.5,0,0,Ya,51,0.3,157,6,20,667,860,3846,10.0,1,3,1,0,0,>3000k
50,1547,1,3.0,1,2,Ya,14,0.7,198,3,19,1042,1832,2059,5.0,0,15,1,0,1,2000k-3000k
1186,1039,1,2.7,0,11,Tidak,56,0.3,125,8,13,497,618,3105,14.0,8,5,0,1,1,2000k-3000k
915,1265,0,0.6,1,4,Ya,49,0.5,90,1,5,275,687,1518,16.0,11,8,1,0,1,1000k-<2000k
441,1654,0,1.8,0,1,Tidak,11,0.3,146,7,2,1184,1719,1070,8.0,1,14,1,1,1,1000k-<2000k
707,1591,1,2.2,0,3,Ya,49,0.4,154,6,7,1384,1883,3703,17.0,6,20,1,1,0,>3000k
1310,1095,1,2.6,1,0,Ya,44,0.7,103,4,5,838,1066,3209,13.0,11,8,1,1,1,>3000k
1436,514,1,2.9,1,5,Tidak,18,0.7,141,2,8,1083,1492,980,13.0,7,16,0,0,1,0-<1000k
822,839,0,2.0,1,0,Tidak,14,0.4,175,7,3,564,1391,3835,15.0,8,11,1,0,0,>3000k
301,977,1,1.1,1,2,Tidak,57,0.6,181,6,7,63,566,1206,7.0,1,8,0,1,1,0-<1000k
172,625,1,1.2,1,5,Ya,10,0.2,183,4,8,635,842,3323,9.0,1,7,1,1,1,2000k-3000k
284,1953,1,2.1,1,7,Tidak,56,0.1,158,8,9,555,764,2334,11.0,5,4,1,0,0,2000k-3000k
920,934,0,2.0,1,2,Tidak,30,0.7,182,8,15,521,1190,703,10.0,8,7,0,0,1,0-<1000k
1851,1077,1,2.5,0,13,Ya,49,0.6,131,4,14,334,1079,3454,17.0,11,2,1,0,1,>3000k
1234,578,1,0.5,0,9,Ya,62,0.3,170,5,13,626,1134,2977,15.0,12,5,1,1,1,2000k-3000k
344,618,0,2.1,0,2,Tidak,6,0.3,86,1,4,1314,1688,1051,13.0,10,15,0,0,1,0-<1000k
306,1956,0,2.2,0,0,Ya,37,0.5,87,3,2,185,776,1109,13.0,1,19,1,1,0,1000k-<2000k
1959,1884,0,1.0,1,3,Tidak,24,0.5,149,6,4,1168,1179,1396,15.0,8,9,1,1,1,1000k-<2000k
922,874,0,1.3,0,5,Tidak,8,0.5,185,1,20,442,1248,582,6.0,4,15,0,0,0,0-<1000k
1777,843,0,1.3,1,1,Tidak,16,0.9,119,7,4,593,732,1734,17.0,8,14,0,0,1,1000k-<2000k
167,1126,1,2.4,0,2,Ya,10,0.4,160,6,3,1223,1611,2050,7.0,6,12,1,1,1,2000k-3000k
421,1178,0,2.2,1,6,Tidak,57,0.3,84,3,17,96,1352,2492,16.0,14,10,1,1,0,2000k-3000k
225,1634,1,1.4,0,1,Ya,17,0.2,200,2,5,964,1677,3031,11.0,6,6,1,1,1,>3000k
12,1815,0,2.8,0,2,Tidak,33,0.6,159,4,17,607,748,1482,18.0,0,2,1,0,0,1000k-<2000k
1729,1982,0,1.1,0,12,Tidak,24,0.1,129,7,16,764,1873,3511,16.0,14,15,1,1,1,>3000k
1092,846,1,2.6,0,0,Ya,58,0.1,123,4,15,1140,1983,2248,16.0,8,13,1,0,0,2000k-3000k
90,1724,0,2.0,1,2,Ya,57,0.5,177,3,5,1605,1924,2822,19.0,3,16,1,1,0,>3000k
1530,571,1,2.0,1,5,Ya,58,0.6,101,6,11,31,1536,555,19.0,10,11,1,0,1,0-<1000k
1657,1208,0,2.9,0,5,Ya,16,1.0,175,1,19,691,1028,2201,17.0,16,12,1,0,0,1000k-<2000k
857,1550,1,2.5,0,6,Tidak,21,0.8,133,2,11,268,832,2338,16.0,1,15,0,1,0,2000k-3000k
1710,548,0,1.0,1,0,Ya,56,0.4,146,4,14,657,1657,562,17.0,14,8,1,1,1,0-<1000k
1709,1922,0,0.5,0,15,Ya,42,0.6,153,8,16,725,1882,3564,,1,17,1,0,0,>3000k
304,1177,0,0.9,0,1,Ya,29,0.4,191,2,8,178,882,311,18.0,5,19,1,0,0,0-<1000k
1895,1349,1,2.1,1,3,Tidak,46,0.9,134,6,12,212,623,2367,11.0,7,10,1,0,1,1000k-<2000k
1674,1945,0,1.2,0,3,Tidak,26,0.7,112,6,5,1064,1540,3322,18.0,7,20,0,0,1,>3000k
1937,1396,1,0.6,0,0,Tidak,37,0.7,134,4,15,560,1177,2694,18.0,3,19,0,0,1,2000k-3000k
1924,1982,1,1.6,0,2,Ya,12,0.2,80,5,20,287,593,1824,13.0,3,14,1,1,1,1000k-<2000k
1232,1348,1,2.0,1,5,Tidak,36,0.3,145,6,6,468,741,2554,19.0,1,12,0,1,0,2000k-3000k
490,685,0,2.7,0,7,Tidak,17,0.3,174,6,20,725,870,1223,8.0,0,18,1,0,1,0-<1000k
74,797,1,2.9,1,4,Tidak,38,0.5,90,4,6,763,1413,590,9.0,2,6,0,1,0,0-<1000k
515,1832,0,0.7,0,2,Tidak,2,0.6,90,7,6,186,654,2978,18.0,7,18,0,0,0,2000k-3000k
1095,775,1,2.5,1,1,Ya,10,0.1,185,7,14,444,1555,1719,19.0,3,18,1,1,1,1000k-<2000k
561,1229,0,0.5,1,15,Tidak,14,0.8,191,2,16,120,1878,1667,17.0,6,17,0,0,1,1000k-<2000k
179,801,1,2.2,1,2,Tidak,63,0.4,165,7,4,650,879,1617,17.0,4,19,0,0,1,1000k-<2000k
109,1775,1,,0,3,Tidak,41,0.1,163,1,7,1633,1869,2343,19.0,13,14,1,1,1,>3000k
116,909,1,1.4,0,0,Tidak,53,0.3,82,8,0,635,973,3187,,9,4,1,0,0,2000k-3000k
293,1517,0,0.5,0,6,Ya,48,0.6,143,5,14,802,1489,2822,15.0,5,11,1,1,1,>3000k
1100,741,0,,0,1,Tidak,14,0.3,178,5,13,334,594,1886,19.0,11,9,1,1,1,0-<1000k
1072,1342,0,1.0,0,0,Ya,31,0.6,86,7,1,991,1638,2746,15.0,5,10,1,1,0,>3000k
643,920,1,0.5,0,2,Tidak,46,0.8,149,3,3,1058,1421,2608,6.0,0,2,0,0,1,2000k-3000k
772,576,0,0.8,0,0,Ya,27,0.1,121,2,4,757,1518,1519,18.0,6,8,1,0,1,1000k-<2000k
1667,1967,0,0.5,0,0,Ya,46,0.6,199,1,7,518,1374,1567,15.0,2,7,1,1,0,1000k-<2000k
1401,950,0,0.5,0,6,Ya,55,0.1,124,8,7,86,1681,1305,6.0,5,4,1,0,1,0-<1000k
622,1225,0,0.7,1,0,Ya,2,0.6,138,7,1,217,1101,2675,,11,15,1,1,0,2000k-3000k
1636,1561,0,0.5,1,10,Ya,4,0.5,134,2,13,885,1811,1783,13.0,12,10,1,1,0,2000k-3000k
1639,1768,1,2.0,0,0,Ya,2,0.8,88,7,2,1303,1814,3256,9.0,6,5,1,1,0,>3000k
409,1726,1,0.9,1,2,Tidak,51,0.6,193,4,3,379,1223,2239,13.0,9,13,1,0,1,2000k-3000k
636,570,1,0.5,1,2,Tidak,9,0.3,111,7,5,1331,1917,3663,14.0,10,14,0,0,0,>3000k
1967,1783,0,2.9,1,2,Tidak,42,0.7,104,6,8,1081,1979,387,14.0,5,3,0,1,0,1000k-<2000k
288,1191,0,1.3,1,16,Ya,26,0.8,84,1,20,681,683,1604,14.0,3,9,1,0,1,1000k-<2000k
1782,1436,1,2.4,1,3,Ya,23,0.3,106,5,4,189,1411,2488,8.0,4,8,1,0,0,2000k-3000k
1181,1271,0,,1,0,Tidak,2,0.9,161,1,1,1260,1788,892,15.0,13,20,0,1,0,1000k-<2000k
337,668,0,2.3,0,2,Ya,48,0.3,114,1,19,195,1292,1201,14.0,12,4,1,1,0,0-<1000k
1962,635,1,0.5,0,9,Tidak,16,1.0,110,7,17,599,1299,2452,19.0,17,8,1,0,0,2000k-3000k
1899,1837,0,0.5,0,9,Tidak,36,0.9,162,4,20,786,872,770,14.0,1,15,0,0,1,0-<1000k
1012,536,1,1.4,0,0,Ya,53,0.7,135,3,0,547,705,1211,15.0,10,7,1,0,1,0-<1000k
46,1723,1,1.1,1,1,Tidak,42,1.0,164,8,14,202,1791,3587,10.0,5,3,1,0,0,>3000k
747,1648,1,0.5,0,1,Ya,17,0.9,142,2,3,1119,1238,1184,6.0,2,2,1,0,1,1000k-<2000k
1449,602,0,0.9,0,9,Tidak,50,0.9,141,8,18,1571,1717,2189,7.0,5,16,0,1,0,2000k-3000k
753,1996,0,2.5,0,5,Ya,51,0.4,122,4,9,671,1445,2236,8.0,7,12,1,0,1,2000k-3000k
462,1986,0,0.5,1,3,Ya,51,0.1,165,8,20,282,1358,1614,17.0,12,3,1,1,1,1000k-<2000k
1988,1547,1,2.9,0,2,Tidak,57,0.4,114,1,3,347,957,1620,9.0,2,19,0,1,1,1000k-<2000k
1596,832,1,0.5,1,1,Ya,5,0.1,165,5,2,9,1944,3946,,5,14,1,1,1,>3000k
1958,1976,1,2.6,1,6,Tidak,45,1.0,136,4,19,652,1933,2470,11.0,1,3,0,0,0,>3000k
1627,865,0,2.9,0,5,Tidak,16,0.1,89,4,12,335,1009,3494,13.0,3,14,0,0,1,>3000k
424,715,0,2.3,1,4,Tidak,48,0.1,160,4,6,21,562,3709,14.0,2,10,0,0,0,2000k-3000k
325,920,0,2.1,1,5,Tidak,25,0.4,115,7,14,209,1078,785,10.0,7,5,0,1,1,0-<1000k
664,914,1,0.5,0,0,Ya,26,0.7,147,4,0,706,721,1122,,9,2,1,1,1,0-<1000k
350,609,1,3.0,0,15,Ya,44,0.3,117,1,16,58,1253,2581,15.0,11,15,1,0,1,1000k-<2000k
447,1349,0,2.0,1,15,Tidak,62,0.3,114,5,16,592,772,2756,11.0,3,4,1,0,0,2000k-3000k
1353,1436,0,2.5,1,0,Ya,42,0.9,124,8,1,1826,1836,2736,,5,19,1,1,0,>3000k
1041,1727,0,2.1,0,2,Ya,63,0.6,85,7,8,1463,1992,2457,19.0,13,7,1,0,1,>3000k
1885,713,0,0.9,1,0,Tidak,42,0.1,94,1,14,1048,1123,928,,10,9,0,0,1,0-<1000k
1424,1352,0,2.4,0,5,Ya,6,0.9,92,6,9,629,1299,1309,,1,14,1,0,0,1000k-<2000k
1149,1396,0,,1,0,Ya,44,0.1,118,6,1,173,1843,1386,7.0,1,8,1,1,1,1000k-<2000k
1963,1906,1,1.9,1,3,Tidak,55,0.2,113,3,4,3,629,1871,13.0,5,4,1,0,1,1000k-<2000k
754,1092,0,2.7,1,8,Tidak,45,0.8,185,1,10,1404,1424,1303,,3,20,0,1,1,1000k-<2000k
138,536,0,2.4,1,12,Ya,3,0.3,182,7,14,1386,1539,284,,9,4,1,1,0,0-<1000k
451,972,1,1.7,0,0,Ya,54,0.7,107,3,4,681,1050,1900,16.0,8,19,1,0,1,1000k-<2000k
1194,1299,0,2.8,1,2,Tidak,60,0.8,187,8,6,1333,1838,1412,13.0,1,20,0,1,1,1000k-<2000k
699,1979,1,2.9,1,0,Ya,19,1.0,176,3,9,1331,1532,411,8.0,2,2,1,1,1,0-<1000k
1157,1587,1,0.5,0,0,Tidak,50,0.9,148,8,15,299,874,461,17.0,4,4,1,0,1,0-<1000k
1705,1290,1,1.4,1,16,Ya,35,0.3,110,4,20,405,742,879,16.0,2,8,1,0,0,0-<1000k
830,571,0,0.6,0,1,Ya,43,0.5,141,3,8,224,783,2587,7.0,5,18,1,0,0,1000k-<2000k
1102,514,1,0.7,0,4,Tidak,57,0.1,186,3,7,168,1320,687,6.0,0,20,1,1,1,0-<1000k
950,1382,1,0.5,0,7,Ya,13,0.3,199,2,18,612,719,2073,16.0,7,9,1,0,1,1000k-<2000k
1019,1986,0,2.7,1,3,Ya,64,0.2,162,4,20,236,1520,1377,5.0,3,15,1,1,1,1000k-<2000k
1763,994,0,1.2,1,4,Tidak,40,0.9,164,2,17,296,839,3104,17.0,7,11,0,0,0,2000k-3000k
396,788,0,2.5,1,4,Ya,57,0.9,91,8,12,42,1161,3969,,8,6,1,1,1,>3000k
1915,936,0,1.0,0,1,Tidak,18,0.2,153,3,18,1330,1686,2391,,6,3,1,1,1,2000k-3000k
1650,1948,0,2.9,1,4,Tidak,5,0.2,136,1,13,651,700,361,6.0,1,10,0,1,0,0-<1000k
1177,1031,1,2.1,1,2,Ya,11,0.1,121,2,9,532,1247,2385,11.0,7,16,1,0,0,2000k-3000k
1863,1920,0,0.6,1,3,Ya,19,0.5,131,3,8,670,1152,3943,13.0,0,4,1,1,0,>3000k
1253,712,0,2.5,1,1,Tidak,49,0.6,99,6,3,1131,1743,401,5.0,0,10,1,0,1,0-<1000k
1706,930,0,2.1,1,0,Tidak,54,0.9,80,1,13,1569,1763,1743,7.0,1,9,0,1,0,2000k-3000k
21,1709,1,2.1,0,1,Tidak,13,1.0,156,2,2,974,1385,3283,17.0,1,15,1,0,0,>3000k
1305,1023,1,2.3,1,5,Ya,30,0.2,80,8,7,5,1744,2086,10.0,0,19,1,1,1,1000k-<2000k
766,1872,1,0.9,1,0,Tidak,16,0.5,80,2,2,286,1484,2295,15.0,11,16,0,0,1,2000k-3000k
392,1860,1,2.3,0,15,Tidak,23,0.6,162,4,16,1362,1506,3918,9.0,2,8,0,1,0,>3000k
250,893,0,2.5,1,0,Tidak,55,0.6,183,2,1,417,946,2986,7.0,1,6,0,1,1,2000k-3000k
1267,896,0,1.0,1,3,Ya,4,0.3,111,1,4,1379,1469,1060,,10,4,1,1,1,1000k-<2000k
1495,1472,0,3.0,0,4,Ya,20,0.3,169,2,6,443,892,797,6.0,1,11,1,1,0,0-<1000k
1059,1925,0,3.0,1,0,Ya,16,0.8,175,8,11,983,1087,2173,7.0,3,19,1,1,0,2000k-3000k
671,852,0,1.0,1,4,Ya,62,0.7,104,7,13,293,1159,2253,17.0,4,7,1,1,0,1000k-<2000k
1971,538,0,1.1,1,0,Ya,25,0.3,163,7,7,455,537,2215,9.0,3,17,1,1,1,1000k-<2000k
1509,1972,1,1.6,0,0,Tidak,48,0.5,92,8,2,290,804,2872,7.0,2,11,1,0,1,>3000k
1372,561,1,2.8,1,2,Ya,40,0.1,99,7,6,426,865,2974,15.0,12,19,1,0,1,2000k-3000k
1133,1528,1,1.8,1,3,Ya,55,0.8,129,5,6,454,1762,1282,11.0,9,11,1,1,1,1000k-<2000k
869,1236,1,2.8,0,6,Ya,32,0.3,143,4,18,492,1403,942,16.0,12,14,1,1,1,0-<1000k
604,1312,0,0.5,1,0,Ya,28,0.8,163,2,0,1233,1854,1087,17.0,16,14,1,0,0,1000k-<2000k
1379,771,0,2.9,0,2,Tidak,62,0.7,106,1,8,1709,1781,1628,9.0,3,6,0,1,0,1000k-<2000k
1655,1670,1,3.0,0,14,Tidak,62,0.5,114,8,20,1117,1330,3024,6.0,0,20,0,0,1,>3000k
627,1227,1,1.1,1,0,Tidak,34,0.2,130,3,3,935,1781,1324,7.0,3,12,0,1,1,1000k-<2000k
902,1698,0,2.5,0,10,Ya,26,0.4,105,2,18,485,1819,1656,5.0,3,17,1,0,1,2000k-3000k
856,994,1,2.8,1,0,Tidak,56,0.5,173,3,3,491,530,3190,5.0,2,20,1,1,1,2000k-3000k
1195,1009,1,2.8,1,7,Ya,2,0.6,115,7,15,267,1841,2286,19.0,8,13,1,0,0,2000k-3000k
1262,1433,1,2.3,0,8,Ya,27,0.9,153,7,12,1619,1651,3900,18.0,16,2,1,0,1,>3000k
700,561,1,2.1,1,7,Ya,2,0.1,193,3,13,1055,1294,665,10.0,0,4,1,1,0,0-<1000k
1780,909,1,0.7,1,7,Tidak,47,0.1,146,3,9,410,1643,1244,14.0,10,16,0,1,0,0-<1000k
1567,940,0,2.9,0,0,Tidak,16,0.7,115,4,1,499,1090,2192,15.0,13,9,1,1,1,1000k-<2000k
709,1640,1,0.7,0,10,Ya,21,0.8,169,7,14,589,1301,337,16.0,3,5,1,1,0,0-<1000k
1961,672,1,0.6,1,13,Tidak,61,0.1,194,5,20,724,1127,1457,14.0,10,20,1,0,1,0-<1000k
321,1980,0,0.5,1,2,Ya,29,0.8,177,1,13,312,1910,3865,,10,18,1,0,0,>3000k
1607,744,0,1.7,1,0,Ya,33,0.5,105,4,2,1252,1963,2700,9.0,3,19,1,0,0,2000k-3000k
1791,1203,1,0.5,1,0,Ya,11,0.9,109,2,12,35,510,1672,17.0,13,19,1,1,0,0-<1000k
1179,1880,0,0.5,0,0,Ya,7,0.6,104,4,1,890,1019,2968,9.0,0,3,1,1,0,>3000k
1711,916,1,0.5,0,0,Ya,47,0.2,82,4,1,1147,1393,1659,11.0,10,11,1,1,0,1000k-<2000k
624,1919,0,,0,5,Ya,48,0.8,150,4,6,304,1191,1391,19.0,13,12,1,0,1,1000k-<2000k
1735,753,1,0.5,0,11,Ya,48,0.1,121,8,20,606,1316,3484,11.0,10,16,1,0,0,>3000k
125,1659,0,2.8,0,5,Tidak,16,0.6,89,1,20,819,902,3255,19.0,14,9,0,0,1,>3000k
1011,772,0,2.6,1,7,Tidak,6,0.1,100,2,10,741,1471,929,13.0,6,18,0,1,1,0-<1000k
1090,1245,1,0.6,0,2,Tidak,30,0.7,105,5,3,330,1434,2676,17.0,8,7,1,0,0,2000k-3000k
848,825,1,,0,11,Tidak,38,0.4,94,3,18,540,783,716,11.0,4,14,0,1,0,0-<1000k
780,1042,0,2.2,0,15,Ya,11,0.6,139,5,16,68,1018,2826,18.0,0,2,1,0,0,2000k-3000k
605,1878,0,,1,5,Ya,56,0.3,139,5,13,183,559,2711,8.0,2,3,1,1,1,2000k-3000k
1976,1201,1,0.5,0,2,Tidak,10,1.0,99,7,7,306,558,495,15.0,6,14,1,1,1,0-<1000k
1202,1068,0,2.7,1,0,Ya,45,0.6,194,5,1,935,1499,1754,17.0,7,9,1,0,1,1000k-<2000k
1665,1003,1,2.9,0,16,Ya,16,0.6,119,8,19,190,1905,1798,16.0,7,10,1,0,0,1000k-<2000k
415,755,1,2.8,0,5,Ya,51,0.3,186,4,12,315,990,2734,10.0,1,16,1,0,1,2000k-3000k
100,1883,1,0.5,0,3,Ya,10,0.3,146,6,13,836,1739,2600,16.0,8,20,1,0,0,>3000k
1270,1053,0,2.9,0,7,Tidak,42,0.9,126,6,17,419,1261,1339,17.0,0,14,0,0,1,0-<1000k
1573,793,1,1.9,1,0,Ya,43,0.3,124,8,2,15,1196,1050,11.0,9,3,1,1,1,0-<1000k
741,1972,0,1.2,1,0,Tidak,37,0.7,102,2,1,715,1648,2870,16.0,0,17,0,0,0,>3000k
334,1882,1,1.3,1,8,Tidak,47,0.2,140,2,13,119,652,2500,17.0,1,11,0,0,1,2000k-3000k
1793,1299,1,2.8,1,0,Tidak,64,0.5,83,6,6,46,908,1938,19.0,8,5,1,0,1,1000k-<2000k
1670,1569,1,1.6,1,4,Ya,54,0.9,190,4,6,371,665,3905,6.0,2,4,1,0,0,>3000k
834,1161,0,1.3,1,0,Ya,21,0.6,126,8,12,308,1169,3336,6.0,4,14,1,0,1,>3000k
833,1368,1,1.6,1,4,Tidak,9,0.1,115,7,7,843,1145,2941,13.0,12,17,0,1,0,>3000k
1244,718,0,2.8,0,10,Tidak,59,0.8,113,6,13,1185,1387,1824,11.0,9,3,1,1,0,1000k-<2000k
1849,1786,0,1.2,0,11,Tidak,61,0.1,123,3,14,74,865,3033,14.0,11,17,0,1,0,>3000k
939,1589,0,2.6,0,9,Tidak,46,0.4,84,3,16,618,940,2373,11.0,9,20,1,1,0,2000k-3000k
1333,1972,0,2.9,0,9,Tidak,14,0.4,196,7,18,293,952,1316,8.0,1,8,1,1,0,1000k-<2000k
1759,1020,1,0.7,1,3,Ya,27,0.7,128,4,4,919,1482,3204,18.0,1,9,1,0,1,>3000k
1881,1802,1,1.2,1,8,Tidak,27,0.5,116,5,16,453,963,1885,10.0,9,7,1,1,0,2000k-3000k
1269,1512,0,0.6,1,1,Ya,54,0.4,134,3,2,220,1838,3366,7.0,3,11,1,0,1,>3000k
1453,1342,0,2.8,0,1,Tidak,50,0.1,173,1,8,127,620,2644,7.0,2,11,0,1,1,2000k-3000k
1742,657,1,1.9,1,2,Tidak,21,0.1,110,8,8,705,1905,783,6.0,1,11,1,1,0,0-<1000k
640,600,0,0.5,0,0,Tidak,14,0.8,112,5,2,320,747,1655,18.0,0,9,0,0,0,0-<1000k
104,553,0,2.4,1,1,Ya,8,0.5,121,7,3,325,902,1204,11.0,4,8,1,1,1,0-<1000k
815,1512,1,0.5,0,1,Tidak,52,0.1,131,1,14,333,952,3002,6.0,5,7,0,0,1,2000k-3000k
998,1373,1,1.9,1,1,Ya,29,0.9,141,6,12,1220,1348,2752,15.0,2,7,1,1,1,>3000k
1075,1449,0,0.8,1,3,Ya,10,0.2,144,1,12,1518,1883,1032,10.0,0,8,1,1,1,1000k-<2000k
1378,826,0,0.5,1,0,Ya,57,0.5,135,2,0,354,530,323,17.0,3,7,1,0,1,0-<1000k
1888,1544,0,2.4,0,16,Ya,12,0.1,186,7,20,470,844,489,9.0,4,2,1,0,1,0-<1000k
460,1742,0,2.3,1,9,Ya,43,0.4,170,7,12,453,681,2610,,3,10,1,0,1,2000k-3000k
1046,1057,0,2.1,0,4,Tidak,5,0.5,154,5,13,416,1055,3705,6.0,4,13,1,0,0,>3000k
1398,1540,0,0.7,1,0,Ya,29,0.1,157,7,1,318,831,1161,11.0,8,5,1,0,0,0-<1000k
1242,989,1,1.6,1,11,Ya,24,0.6,156,8,17,614,679,2819,16.0,13,5,1,0,1,2000k-3000k
585,739,1,2.3,1,2,Ya,58,0.1,88,3,4,1052,1536,475,7.0,6,6,1,0,1,0-<1000k
1413,1303,1,2.1,0,6,Ya,10,0.4,109,8,15,1335,1873,2219,9.0,3,15,1,1,1,2000k-3000k
1430,1672,1,1.7,1,1,Ya,44,0.5,172,8,4,1250,1435,1348,11.0,6,7,1,1,1,1000k-<2000k
1389,1801,0,0.5,1,6,Tidak,52,0.9,120,6,10,100,1708,258,14.0,8,9,1,0,0,0-<1000k
1229,1215,0,1.0,0,4,Tidak,16,0.1,130,4,8,454,1473,2632,7.0,1,15,0,0,1,2000k-3000k
497,1337,0,0.5,0,13,Tidak,31,0.8,186,2,20,48,644,2180,7.0,4,16,1,0,1,1000k-<2000k
702,535,0,,0,1,Ya,48,0.7,113,1,4,290,811,740,11.0,10,18,1,1,0,0-<1000k
375,775,1,2.6,0,0,Tidak,30,0.4,189,7,10,561,1510,2523,17.0,16,9,1,0,1,2000k-3000k
975,892,1,0.5,0,0,Ya,47,0.4,94,1,18,655,1782,1241,,3,9,1,0,1,1000k-<2000k
1209,1895,0,0.5,0,2,Ya,5,0.7,134,1,11,725,1335,774,15.0,4,6,1,1,0,1000k-<2000k
1562,1325,0,1.9,0,2,Tidak,50,0.1,146,1,10,499,695,2328,17.0,10,2,1,0,0,2000k-3000k
404,1552,1,2.2,0,6,Ya,13,0.2,123,6,9,269,1026,2403,9.0,2,9,1,1,1,2000k-3000k
419,914,1,0.9,0,2,Tidak,4,0.8,100,2,12,191,1495,808,11.0,7,5,1,1,0,0-<1000k
